AnimalID,Age,Sex,Genotype,Strain,ExpName,Housing,LightCycle,PISiteUser,SessionName,Image,Image_Description,Analysis_Name,Schedule_Name,Max_Number_Trials,Max_Schedule_Time,Date_Time,AVG_Correct Reward Collection,AVG_Correct touch latency,AVG_End Summary - % Correct,AVG_End Summary - Condition,AVG_End Summary - Incorrect Touches,AVG_End Summary - No Correction Trials,AVG_End Summary - Trials Completed,AVG_Incorrect Touch Latency
lt267f329,3_6       ,m,5XFAD,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,10/1/2015 3:02:33 PM,1.0029166666666667,6.309166666666668,100,1295.795,120,,36,2.9074
lw255f317,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,9/26/15 2:07:39 PM,1.2857222222222222,8.73361111111111,100,1910.382,72,,36,8.1298
lw253f315,3_6       ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,10/6/15 11:59:56 AM,1.2733055555555557,4.548166666666667,100,1208.846,112,,36,2.6753999999999993
lt277f339,3_6       ,m,5XFAD,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,9/24/2015 4:34:36 PM,1.8309444444444445,15.143305555555555,100,1473.351,135,,36,4.634130434782609
lt369a431,3_6       ,m,APP/PS1,APP/PS1,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,2/10/2016 12:52:06 PM,1.3974444444444445,6.749333333333334,100,2000.682,95,,36,3.7657692307692305
lw359a421,3_6       ,m,C57BL/6J,APP/PS1,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,2/20/16 3:49:22 PM,1.826527777777778,11.382944444444442,100,1915.849,98,,36,5.02938888888889
lw364a426,3_6       ,m,C57BL/6J,APP/PS1,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/8000x600-flower-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-plane-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-spider-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>,,PAL Aquisition,Mouse dPAL acquisition 1 v3,36,3600,2/29/2016 2:05:51 PM,1.1642222222222225,13.185999999999998,100,1770.006,148,,36,2.736352941176471
lw72x134,11_13     ,m,B6129SF2/J,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition 2 v3,36,3600,5/26/15 11:50:41 AM,1.14,10.036027777777777,100,1203.981,143,,36,3.7009130434782604
lw66x128,11_13     ,m,B6129SF2/J,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Analysis,Mouse dPAL acquisition 2 v3,36,3600,5/26/2015 11:49:01 AM,1.0021111111111112,5.538,100,1020.89,,,36,2.466875
lw78x140,11_13     ,m,B6129SF2/J,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Analysis,Mouse dPAL acquisition 2 v3,36,3600,5/26/2015 1:18:06 PM,1.4621111111111111,6.836083333333334,100,1083.03,,,36,2.903176470588235
lt267f329,11_13     ,m,5XFAD,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,05/30/16 12:03:03 PM,3.067138888888889,26.240888888888886,100,2060.375,131,,36,8.6978
lt269f331,11_13     ,m,5XFAD,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,5/30/2016 12:20:20 PM,2.87675,18.47863888888889,100,2792.304,102,,36,8.193833333333336
lw258f320,11_13     ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,05/30/16 11:30:12,2.1781944444444443,29.954694444444435,100,1987.966,53,,36,31.94413333333333
lt278f340,11_13     ,m,5XFAD,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,05/30/16 16:41:38,1.3313611111111112,30.07955555555556,100,1937.747,184,,36,5.901649999999999
lw362a424,11_13     ,m,C57BL/6J,APP/PS1,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition SIMPLE v3,36,3600,08/27/16 13:07:42,3.7835833333333344,33.32530555555556,100,2228.917,56,,36,12.110000000000001
lw74x136,11_13     ,m,B6129SF2/J,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition 2 v3,36,3600,5/26/2015 12:28:43 PM,1.255861111111111,2.778777777777778,100,912.946,50,,36,1.7134285714285713
lw70x132,11_13     ,m,B6129SF2/J,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition 2 v3,36,3600,5/26/15 11:50:36 AM,1.6241111111111115,4.0704722222222225,100,1020.749,70,,36,1.7878666666666665
lw68x130,11_13     ,m,B6129SF2/J,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Analysis,Mouse dPAL acquisition 2 v3,36,3600,5/26/2015 11:49:06 AM,1.3420833333333333,5.941861111111112,100,1068.59,,,36,2.4473684210526314
lt92x154,11_13     ,m,3xTG-AD,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Analysis,Mouse dPAL acquisition 2 v3,36,3600,5/26/2015 1:18:11 PM,1.352972222222222,4.009083333333333,100,1052.267,,,36,2.2643157894736836
lt265f327,11_13     ,m,5XFAD,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,05/30/16 12:02:57 PM,2.2529722222222217,11.073138888888892,100,1388.012,50,,36,6.664611111111113
lw255f317,11_13     ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,5/30/2016 11:49:36 AM,1.4887222222222223,16.08263888888889,100,1496.998,55,,36,3.3553124999999997
lw256f318,11_13     ,m,B6SJLF1/J,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,05/30/16 11:30:07,2.1480555555555547,14.369916666666667,100,1524.879,52,,36,7.4971499999999995
lt272f334,11_13     ,m,5XFAD,5XFAD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse sPAL acquisition 1 v3,36,3600,05/30/16 16:00:26,2.5876111111111104,17.879472222222226,100,1625.014,134,,36,6.401523809523809
lw353a415,11_13     ,m,C57BL/6J,APP/PS1,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition SIMPLE v3,36,3600,08/27/16 1:21:09 PM,5.184638888888889,32.992666666666665,100,2473.541,74,,36,17.376210526315788
lw357a419,11_13     ,m,C57BL/6J,APP/PS1,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition SIMPLE v3,36,3600,8/27/2016 2:01:07 PM,1.773611111111111,17.35697222222222,100,1585.794,59,,36,10.859055555555557
lt377a439,11_13     ,m,APP/PS1,APP/PS1,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition SIMPLE v3,36,3600,8/27/2016 2:44:50 PM,2.937472222222222,7.03388888888889,100,1400.272,68,,36,3.4745624999999998
lw76x138,11_13     ,m,B6129SF2/J,3xTG-AD,FB_AD_PAL ,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Flavio-Beraldo,PAL-Acquisition,<img src ="../assets/task_images/800x600-27-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-40-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-bomb-240x240.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-left-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-right-diagonal-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>;<img src ="../assets/task_images/800x600-vertical-full-228x228.bmp" width='30' height='30' style='margin-top:15px;'/>,Horizontal and diagonal  lines were used for 5xFAD (DPAL) and APP/PS1 (SPAL) lines. The other images were used for the 3xTG-AD (DPAL) line
,PAL Aquisition,Mouse dPAL acquisition 2 v3,36,3600,5/26/2015 12:28:48 PM,1.2078055555555554,4.887388888888889,100,1015.622,106,,36,2.4557499999999997
